Unique ID,Manufacturer Name,Model Number,Category Description,Company ID,,COMPANY_NAME,COMPANY_ID
1735,,,Physiologic Monitoring Systems,,,"Booth Surgical Supply, Inc.",36521
1736,,,Physiologic Monitoring Systems,,,Boracchia & Associates,18359
1737,,,Physiologic Monitoring Systems,,,Borg General Controls LLC,36687
1738,,,Physiologic Monitoring Systems,,,Borg-Warner,22623
1739,,,Physiologic Monitoring Systems,,,"Bosch Comm., Inc.",36339
1740,,GW5524.X,Carts,,,"Bosch Packaging Services, Inc",25400
1741,,,Physiologic Monitoring Systems,,,Bosch Tools,69620
1742,,,Physiologic Monitoring Systems,,,Bose Corporation,36820
1743,,,Physiologic Monitoring Systems,,,Boseman Medical Imaging,17686
1744,,,Physiologic Monitoring Systems,,,Boston Heating and Supply,39366
1745,,GW5524.X,Carts,,,Boston Scientific,17488
1746,,GW5524.X,Carts,,,Bostwick-Braun Company,32754
1747,,GW5524.X,Carts,,,Bostwick-Braun Industrial Supply,34057
1748,,12861,Carts,,,Bosworth Instrument,45138
1749,,M-113R,X-ray Tubes,,,Botach Tactical,31329
1750,,M-113R,X-ray Tubes,,,Bottom Line Logistics,26268
1751,,M-149,X-ray Tubes,,,Bottom Line Telecommunications,23581
1752,,OEC 9800,Radiographic/Fluoroscopic Table Systems,,,Botzum Bros. Hardware,38414
1753,,,Electrosurgical Units,,,Boule,16426
1754,,,Electrosurgical Units,,,Bound Tree Medical,18398
1755,,,Electrosurgical Units,,,Bourning,16427
1756,,,Electrosurgical Units,,,"Bourns, Inc",23400
1757,,,Electrosurgical Units,,,Bovie Medical Corporation,16428
1758,,,Electrosurgical Units,,,Bowles Corporation,52395
1759,,,Electrosurgical Units,,,BoxWave Corporation,34510
1760,,,Electrosurgical Units,,,Boyd Industries,25864
1761,,,Electrosurgical Units,,,bp medical supplies,28028
1762,,,Electrosurgical Units,,,BPI Medical Supply,27765
1763,,,Electrosurgical Units,,,"BPI Medical, Inc",34823
1764,,,Electrosurgical Units,,,BPR Medical Ltd,29077
1765,,,Electrosurgical Units,,,BpTRU Medical Devices,37404
1766,,,Electrosurgical Units,,,"Bracco Diagnostics, Inc.",22005
1767,,,Electrosurgical Units,,,Braden Shielding Systems,28737
1768,,,Electrosurgical Units,,,Bradley Corporation,74638
1769,,,Electrosurgical Units,,,"Bradley Products, Inc.",35217
1770,,,Electrosurgical Units,,,"Bradwell Medical Imaging, Inc.",17637
1771,,,Electrosurgical Units,,,Brady Americas,34445
1772,,,Electrosurgical Units,,,Braebon Corp,26015
1773,,,Electrosurgical Units,,,"Braemar, Inc.",17837
1774,,,Electrosurgical Units,,,Brailsford & Company Inc,29357
1775,,,Electrosurgical Units,,,"Brainlab, Inc.",25848
1776,,,Electrosurgical Units,,,"Braintree Scientific, Inc.",43935
1777,,FORCE ARGON II,Electrosurgical Units,,,Brand X-Ray,25920
1778,,FORCE ARGON II,Electrosurgical Units,,,Brands Cycle and Fitness,44723
1779,,Sero-Fuge 2002,Centrifuges,,,"Brandt Industries, Inc.",17974
1780,,Sero-Fuge 2002,Centrifuges,,,"BrandTech Scientific, Inc.",36054
1781,,PRN 50-M,Printer/Writer,,,Brandywine Imaging,17576
1782,,3000A,Thermometers,,,Branson Ultrasonics Corp (Emerson),27786
1783,,3000A,Thermometers,,,BrassBell.com,45530
1784,,CXRIII,Microscopes,,,Brasseler USA Medical (formerly Tava Surgical),16141
1785,,CXRII,Microscopes,,,Breas (A GE Company),37317
1786,,Knightstar 330,"Positive Airway Pressure Units, Bi-Level",,,"Breathe E-Z Systems, Inc.",38671
1787,,,Ventilators,,,"Brechbuhler Scales, Inc. Sales",31176
1788,,,Ventilators,,,"Breg, Inc.",20925
1789,,,Physiologic Monitoring Systems,,,Brennen Medical,23266
1790,,Ultramark 400 c,Ultrasound Units,,,Brenner Fiedler,25910
1791,,PRN 50-M,Printer/Writer,,,Brenntag Mid-South Inc.,43891
1792,,Provis Mark V,Injectors,,,Brentwood Medical Products,17600
1793,,,Physiologic Monitoring Systems,,,Brevis Corporation,44997
1794,,,Physiologic Monitoring Systems,,,Brewer Company,23670
1795,,1440-68,General,,,Brewer Science,16431
1796,,,Exercisers,,,BRG Precision,34245
1797,,PB-104,Baths,,,Brian Farthing,22543
1798,,20200,Thermometers,,,Brickhouse Electronics LLC,25122
1799,,20200,Thermometers,,,"Bridgeport Magnetics Group, Inc.",27764
1800,,20200,Thermometers,,,Brigadoon Fitness,84385
1801,,20200,Thermometers,,,"Bright & Sleek, Corp",25000
1802,,20200,Thermometers,,,Bright Instruments,27890
1803,,20200,Thermometers,,,"Bright Leaf Imaging, LLC",37566
1804,,20200,Thermometers,,,"Brilliantly Technology Co.,Ltd",37610
1805,,20200,Thermometers,,,"Briot USA, Inc.",62995
1806,,20200,Thermometers,,,Britt Biophysic,16433
1807,,20200,Thermometers,,,Broadata,34083
1808,,20200,Thermometers,,,Broadcast Store,18603
1809,,20200,Thermometers,,,Broadtech Int'l Co. Inc,28438
1810,,20200,Thermometers,,,"Broadview Instrumentation Services, Inc.",17331
1811,,20200,Thermometers,,,Broadway Photo,24466
1812,,20200,Thermometers,,,Broadwest Corporation,17777
1813,,20200,Thermometers,,,Brocade Communication Systems,64535
1814,,20200,Thermometers,,,BROCK AIR PRODUCTS,34325
1815,,20200,Thermometers,,,Brodersen Instrument Company,27415
1816,,20200,Thermometers,,,Brooks Instruments c/o Pemco,32167
1817,,,Physiologic Monitoring Systems,,,"Brooks Medical Systems, Inc.",22151
1818,,,Physiologic Monitoring Systems,,,Brooks Power Systems,30422
1819,,,Physiologic Monitoring Systems,,,Brookstone,43847
1820,,,Physiologic Monitoring Systems,,,Brother,22932
1821,,,Physiologic Monitoring Systems,,,Brothers Electronics,39625
1822,,,Physiologic Monitoring Systems,,,Broudy Precision,34456
1823,,,Physiologic Monitoring Systems,,,Brown's Medical Imaging (BMI),18752
1824,,,Physiologic Monitoring Systems,,,BROWN'S RADIOLOGY SERVICES,25223
1825,,185A+,Incubators,,,BRS,35862
1826,,,Monitors,,,Bruce  Supply Corp.,22492
1827,,Medfusion 3500,Infusion Pumps,,,Bruce Medical Supply,31070
1828,,BiliBlanket Plus,Phototherapy Units,,,Bruker AXS Inc.,76880
1829,,AS-50,Infusion Pumps,,,Brulin,35909
1830,,AS-50,Infusion Pumps,,,Bryan Corp.,17995
1831,,AS-50,Infusion Pumps,,,Bryan Kollar,33597
1832,,,Electrosurgical Units,,,Bryan Medical,25976
1833,,,Electrosurgical Units,,,Bryant Air Conditioning and Heating Company,29037
1834,,529300,Light Sources,,,"Brylen Technologies, Inc.",24994
1835,,Medfusion 3500,Infusion Pumps,,,Brymill Cryogenic Systems,26090
1836,,Medfusion 3500,Infusion Pumps,,,Bryton Corporation,18107
1837,,Medfusion 3500,Infusion Pumps,,,BSI Designs,44661
1838,,Medfusion 3500,Infusion Pumps,,,BSImedical.com,27259
1839,,Medfusion 3500,Infusion Pumps,,,BSN Medical Inc.,23861
1840,,Medfusion 3500,Infusion Pumps,,,BSW,29171
1841,,Medfusion 3500,Infusion Pumps,,,BT Medical Company,22333
1842,,Medfusion 3500,Infusion Pumps,,,BTE Technologies,24987
1843,,Medfusion 3500,Infusion Pumps,,,BTL Industries,31842
1844,,Medfusion 3500,Infusion Pumps,,,BTX Technologies Inc,28894
1845,,Medfusion 3500,Infusion Pumps,,,"Bubba Deals, LLC",27558
1846,,Visu 210,Microscopes,,,Buckeye Medical,29093
1847,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Buckeye Pumps,35240
1848,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bucks County Imaging,18240
1849,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Budget Remote,38754
1850,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Buffalo Filter,24513
1851,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Buffalo Supply Inc,23254
1852,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Build.com,36957
1853,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,"Builder's Book, Inc.",35774
1854,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,BuildingHVAC.com,30910
1855,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,"Built International, Inc.",18241
1856,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Builttoorderservers.com,28249
1857,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulb Connection.com,24388
1858,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,"Bulb Direct, Inc.",17885
1859,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulb Solutions,26332
1860,,03800A,Oxygen-Air Proportioners,,,Bulb Town,36214
1861,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulbman,18534
1862,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulbspro,49020
1863,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulbster,25240
1864,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,BULBSTER.COM,32331
1865,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,BULBSTER.COM,32330
1866,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulbtronics Inc,17882
1867,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,Bulbworks,27296
1868,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,"Bulk Industries, Inc.",39288
1869,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,"Bulldog Battery, Inc.",25036
1870,,Low Flow Air/O2 ,Oxygen-Air Proportioners,,,BullEx,69154
1871,,Vigilance,Cardiac Output Units,,,Bullit International,15464
1872,,Fastemp,Thermometers,,,Bultronics,19176
1873,,533 HC,Sterilizers,,,Bultronicss,19064
1874,,533 HC,Sterilizers,,,Bump My Lock,39703
1875,,533 HC,Sterilizers,,,Bunnell Incorporated,24898
1876,,Excel,Aspirators,,,Bunton Instrument Co.,21473
1877,,Pocket-Dop II,Vascular,,,Burdick (Mortara Instrument),17838
1878,,Pocket Dop II,Vascular,,,Burke Special Products,35475
1879,,5838,Tables,,,"Burke, Inc.",23307
1880,,,Washer/Sterilizers,,,Burkert Fluid Control Systems,28761
1881,,533 HC,Sterilizers,,,Burkhart Dental Supply Company,24851
1882,,Pocket-Dop II,Vascular,,,"Burkhart Roentgen International, Inc.",22550
1883,,Pocket-Dop II,Vascular,,,Burle Industries,23730
1884,,Pocket-Dop II,Vascular,,,Burlington Medical Supplies,32061
1885,,Genius 3000,Thermometers,,,Burns Controls Company,24082
1886,,FasTemp,Thermometers,,,"Burrell Scientific, Inc.",29154
1887,,Pocket-Dop II,Vascular,,,Burt Process Equipment,18665
1888,,Pocket-Dop II,Vascular,,,Burtek,25165
1889,,FasTemp,Thermometers,,,Burton Medical,18441
1890,,FasTemp,Thermometers,,,Busch Electronics,28163
1891,,FasTemp,Thermometers,,,Busch USA,39827
1892,,FasTemp,Thermometers,,,Bush Radiographics,18242
1893,,PS-420,Simulators,,,"Business & Home Solutions, LTD",19245
1894,,,Physiologic Monitoring Systems,,,Business Systems Connections,24986
1895,,SW-6,Lithotripters,,,Business Systems International (BSI)/Refurbished Phones,35078
1896,,OEC 9800,Radiographic/Fluoroscopic Units,,,Business Telephone Sales Corp.,37231
1897,,FasTemp,Thermometers,,,"BUTLER & LAND, INC",39100
1898,,Spot PT Lite,Phototherapy Units,,,Butterfly Photo,23930
1899,,,Physiologic Monitoring Systems,,,Buxton Medical Equipment Corp,44000
1900,,PRN 50-M,Printer/Writer,,,Buy Cheap Software,25375
1901,,Spectris Solaris,Injectors,,,"Buy Fire Alarm Parts, Inc",43965
1902,,Sero-Fuge 2002,Centrifuges,,,"Buy MD, Inc.",26449
1903,,,Detectors,,,buycableties.com,25116
1904,,FasTemp,Thermometers,,,buydentalequipment.com,30344
1905,,,Physiologic Monitoring Systems,,,BuyDig.com,27718
1906,,,Physiologic Monitoring Systems,,,BuyExtras.com,22649
1907,,71126,Ultrasonic Cleaning Systems,,,BuyFitnessOnline,39445
1908,,Acquire,Iontophoresis Units,,,BuyHeatShrink.com,27392
1909,,Acquire,Iontophoresis Units,,,BuyLightFixtures.com,33629
1910,,300PV,Stimulators,,,BuyOnlineNow.com,29493
1911,,20200,Thermometers,,,Buyprinters.com,25657
1912,,,Physiologic Monitoring Systems,,,buytwowayradios.com,26111
1913,,,Physiologic Monitoring Systems,,,BV Medical,24481
1914,,Cath Lab IEB Box,Uninteruptable Power Systems,,,BVA Scientific Inc.,70072
1915,,,General,,,BWA South Co. Inc.,35412
1916,,Cath Lab IEB Box,Uninteruptable Power Systems,,,Bycap Inc,28275
1917,,LCD2080UX + BK,Monitors,,,"Byrne Medical, Inc.",35118
1918,,LCD2080UX + BK,Monitors,,,"Byron Medical, Inc.",27967
1919,,LCD2080UX + BK,Monitors,,,C & A Scientific,28439
1920,,RAC 4A,Physiologic Monitoring Systems,,,C & C Computer Sales,33576
1921,,NEC Multisync - LCD2080UX + BK,Monitors,,,C & C Electronics INC.,27341
1922,,RAC 4A,Physiologic Monitoring Systems,,,C & S Electronics,24918
1923,,1880SX,Monitors,,,"C & T Design and Equipment Co., Inc.",29162
1924,,,General,,,C & W Electronics,27478
1925,,1132.11B2,Tables,,,C Change Surgical LLC,62922
1926,,1132.11B2,Tables,,,C D S Surgical Inc,39330
1927,,1132.11B2,Tables,,,C Midwest Medical LLC,28080
1928,,1132.11B2,Tables,,,"C Plus Electronics, INC.",44059
1929,,1132.11B2,Tables,,,C V S,19018
1930,,PRN 50-M,Printer/Writer,,,"C&C Medical Solutions, Inc.",24895
1931,,5803,Tables,,,"C&H Distributors, LLC",44030
1932,,PRN 50-M,Printer/Writer,,,"C. L. Sturkey, Inc.",24395
1933,,PRN 50-M,Printer/Writer,,,C.A.C. MEDICAL SALES CORP.,36240
1934,,PRN 50-M,Printer/Writer,,,C.B.S. Scientific Company,34713
1935,,PRN 50-M,Printer/Writer,,,"C.O.W. Industries, Inc.",34079
1936,,PRN 50-M,Printer/Writer,,,"C.R. Bard, Inc.",25924
1937,,220-180-521,Lights,,,"C2G (formerly Cables To Go) (Lastar, Inc)",18408
1938,,PRN 50-M,Printer/Writer,,,C3 Controls,36430
1939,,1132.11B2,Tables,,,Cabco,39059
1940,,1132.11B2,Tables,,,"Cabinetparts.com, Inc",35215
1941,,OEV-143,Monitors,,,Cable 4 PC,22056
1942,,CLV-S40,Light Sources,,,Cable Connections,18537
1943,,OTV-S7,Cameras,,,Cable Giant,34896
1944,,,Physiologic Monitoring Systems,,,Cable Management Division,34299
1945,,,Physiologic Monitoring Systems,,,Cable Science,33452
1946,,PRN 50-M,Printer/Writer,,,Cable Ties Plus Inc,37101
1947,,,Physiologic Monitoring Systems,,,Cable Whole Sale,39116
1948,,PRN 50-M,Printer/Writer,,,CableOrganizer.com,23541
1949,,,Physiologic Monitoring Systems,,,"Cables & Connectors, Inc",27540
1950,,PRN 50-M,Printer/Writer,,,"Cables and Sensors (formerly Magnifico Healthcare, LLC)",36793
1951,,,Physiologic Monitoring Systems,,,Cables Direct,27823
1952,,PRN 50-M,Printer/Writer,,,Cables on Demand,25912
1953,,,Physiologic Monitoring Systems,,,Cables Online,38423
1954,,PRN 50-M,Printer/Writer,,,Cables Unlimited,31178
1955,,,Physiologic Monitoring Systems,,,"Cables.com (DataComm Cables, Inc.)",31806
1956,,PRN 50-M,Printer/Writer,,,Cablesamerica.com,19626
1957,,,Physiologic Monitoring Systems,,,CablesAndKits.com,32732
1958,,PRN 50-M,Printer/Writer,,,CablesOnline,33303
1959,,,Physiologic Monitoring Systems,,,"CablesPlus, LLC",28978
1960,,PRN 50-M,Printer/Writer,,,CableTiesAndMore.com,28976
1961,,,Physiologic Monitoring Systems,,,CABLE-UP,32538
1962,,PRN 50-M,Printer/Writer,,,CableWholesale.com,22459
1963,,PRN 50-M,Printer/Writer,,,CABMET,37821
1964,,,Physiologic Monitoring Systems,,,Cabridge Camera Exec.,24738
1965,,PRN 50-M,Printer/Writer,,,Cache Beauty Supply,38473
1966,,,Physiologic Monitoring Systems,,,CACI,27511
1967,,,Physiologic Monitoring Systems,,,Cad/Cam Services Inc,18569
1968,,,Physiologic Monitoring Systems,,,Caddy Corp,27199
1969,,,Physiologic Monitoring Systems,,,"Cadence, Inc",37644
1970,,,Physiologic Monitoring Systems,,,Cadex Electronics,17428
1971,,,Electrosurgical Units,,,Cadmet,22957
1972,,3000A,Thermometers,,,Cadwell Laboratories Inc.,22628
1973,,,Physiologic Monitoring Systems,,,Cadx Systems,17996
1974,,PRN 50-M,Printer/Writer,,,Caen Engineering,26227
1975,,,Physiologic Monitoring Systems,,,CAIG Labratories Inc,32692
1976,,PRN 50-M,Printer/Writer,,,Caire,22188
1977,,,Physiologic Monitoring Systems,,,Cal Coast,22537
1978,,PRN 50-M,Printer/Writer,,,Cal Gas Direct Inc.,52063
1979,,,Physiologic Monitoring Systems,,,"Cala Industries, Inc.",75510
1980,,,Physiologic Monitoring Systems,,,"CALEX Mfg. Co., Inc.",16450
1981,,,Physiologic Monitoring Systems,,,Caley And Whitmore Corporation,17733
1982,,,Physiologic Monitoring Systems,,,"Calgreg Electronics, Inc.",31982
1983,,,Physiologic Monitoring Systems,,,Calhoun Technologies,26471
1984,,,Physiologic Monitoring Systems,,,California Computer Center,23526
1985,,,Physiologic Monitoring Systems,,,California Diagnostic Service,17638
1986,,,Physiologic Monitoring Systems,,,California Fine Wire Company,47199
1987,,,Physiologic Monitoring Systems,,,California Imaging Services,18161
1988,,,Physiologic Monitoring Systems,,,California Instruments,16451
1989,,,Physiologic Monitoring Systems,,,California Integration Coordinators,28240
1990,,,Physiologic Monitoring Systems,,,"California Peripherals & Components, Inc.",25636
1991,,,Physiologic Monitoring Systems,,,"California Radiographics, Inc.",18243
1992,,,Physiologic Monitoring Systems,,,California Systems,35639
1993,,,Physiologic Monitoring Systems,,,Caliper Life Sciences,29518
1994,,,Physiologic Monitoring Systems,,,CallCare,25957
1995,,,Physiologic Monitoring Systems,,,Calrad Electronics,74639
1996,,,Physiologic Monitoring Systems,,,Cal-Ray,17143
1997,,,Physiologic Monitoring Systems,,,Calright Instruments,32391
1998,,,Physiologic Monitoring Systems,,,"Calscan Medical Enterprises, Inc.",17550
1999,,,Physiologic Monitoring Systems,,,"Caltrol, Inc.",21547
2000,,,Physiologic Monitoring Systems,,,Caltron Industries,34415
2001,,,Physiologic Monitoring Systems,,,Calumet Photographic,23495
2002,,,Physiologic Monitoring Systems,,,Calvert Wire and Cable,24061
2003,,,Physiologic Monitoring Systems,,,calweights.com,19464
2004,,,Physiologic Monitoring Systems,,,Cam Electronics,18556
2005,,,Physiologic Monitoring Systems,,,CAM Electronics Distributing,37160
2006,,,Physiologic Monitoring Systems,,,"Cambridge Heart, Inc.",16452
2007,,,Physiologic Monitoring Systems,,,Cambridge Scale Works Incorporated,39206
2008,,,Physiologic Monitoring Systems,,,"Cambridge Technology, Inc.",27623
2009,,,Physiologic Monitoring Systems,,,CAMC Teays Valley Hospital,34522
2010,,,Physiologic Monitoring Systems,,,Camera Turret,39637
2011,,,Physiologic Monitoring Systems,,,CameraSuperstore.com,28255
2012,,,Physiologic Monitoring Systems,,,Cameron-Miller Incorporated,24651
2013,,,Physiologic Monitoring Systems,,,Camino,16453
2014,,,Physiologic Monitoring Systems,,,Camozzi USA,24837
2015,,,Physiologic Monitoring Systems,,,Camp,16454
2016,,,Physiologic Monitoring Systems,,,Campbell & George Co.,35616
2017,,,Physiologic Monitoring Systems,,,Campfield Recorders & Sound,32508
2018,,,Physiologic Monitoring Systems,,,Campmor,34707
2019,,,Physiologic Monitoring Systems,,,CAMTEC / Cambridge Technologies,26753
2020,,,Physiologic Monitoring Systems,,,CamTech Surveillance,29211
2021,,,Physiologic Monitoring Systems,,,Canada Commercial Exchange (CCE),18764
2022,,,Physiologic Monitoring Systems,,,CanadaPartsDirect,27452
2023,,,Physiologic Monitoring Systems,,,Canadawide Scientific,51079
2024,,,Physiologic Monitoring Systems,,,Canadian Medical Products,31553
2025,,,Physiologic Monitoring Systems,,,"Canaley Process Equipment, LLC",29616
2026,,,Physiologic Monitoring Systems,,,Canare Corporation of America,74655
2027,,533HC,Sterilizers,,,Canberra Industries,39750
2028,,PRN 50-M,Printer/Writer,,,Candela Corp,18813
2029,,V3C-X15-S210,Monitors,,,Candela Laser Corporation,30763
2030,,OEV-143,Monitors,,,Cane Medical Technology,70703
2031,,CLV-S40,Light Sources,,,Can-Med,33253
2032,,OTV-S7,Processors,,,Cannon Water Technology,24866
2033,,,Physiologic Monitoring Systems,,,"Canon Medical Systems USA, Inc.",83553
2034,,PRN 50-M,Printer/Writer,,,Canon USA (Medical Division),16457
2035,,PRN 50-M,Printer/Writer,,,CANT Corporation,29632
2036,,,Physiologic Monitoring Systems,,,Cantex Inc,74641
2037,,,Physiologic Monitoring Systems,,,Canvasmith,39677
2038,,,Physiologic Monitoring Systems,,,"Canvys, a division of Richardson Electronics",18007
2039,,,Detectors,,,Cap King,32117
2040,,,Detectors,,,Capetronics,23344
2041,,,Detectors,,,"Capintec, Inc.",17781
2042,,,Physiologic Monitoring Systems,,,Capital Electronics Inc.,23925
2043,,,Physiologic Monitoring Systems,,,Capital Lighting & Supply Co.,30176
2044,,V3C-X15-S210,Monitors,,,Capital Medical Equipment,18120
2045,,,Physiologic Monitoring Systems,,,CAPITAL MEDICAL MARKETING,34654
2046,,,Physiologic Monitoring Systems,,,Capital Medical Resources,38973
2047,,,Physiologic Monitoring Systems,,,"Capital Microscope Services, Inc.",80108
2048,,,Physiologic Monitoring Systems,,,"Capital X-Ray, Inc",15470
2049,,Bacti-Cinerator IV,Incinerators,,,Capitol Electronics Sales,24003
2050,,NUAIR m/n  NU 8700,Incubators,,,Capitol Supply,36197
2051,,,Physiologic Monitoring Systems,,,Caplink Technology,23416
2052,,,Physiologic Monitoring Systems,,,CapMed+,38396
2053,,,Physiologic Monitoring Systems,,,Capovani Brothers,25231
2054,,,Physiologic Monitoring Systems,,,CAPP/USA,36515
2055,,,Physiologic Monitoring Systems,,,CAPS (Compressed Air Parts & Service),25076
2056,,,Physiologic Monitoring Systems,,,Capsa Healthcare,28742
2057,,,Physiologic Monitoring Systems,,,"Capsule Tech, Inc.",44166
2058,,,Physiologic Monitoring Systems,,,Captain Dann's,35542
2059,,,Physiologic Monitoring Systems,,,Captive Aire,38167
2060,,,Physiologic Monitoring Systems,,,Car Dealer Depot,30214
2061,,,Physiologic Monitoring Systems,,,Carbon Fiber Gear,65216
2062,,,Physiologic Monitoring Systems,,,CarbonBrush (Arrowhead Electric Company),31567
2063,,Pocket-Dop II,Vascular,,,Card Tech,34616
2064,,Pocket-Dop II,Vascular,,,"Cardiac Control Systems, Inc.",17611
2065,,Pocket-Dop II,Vascular,,,Cardiac Science / Powerheart (Opto Cardiac Care Limited),16458
2066,,,Physiologic Monitoring Systems,,,Cardinal Medical Specialties,65003
2067,,,Physiologic Monitoring Systems,,,Cardinal Pump,38792
2068,,,Physiologic Monitoring Systems,,,Cardio Command,20983
2069,,PRN 50-M,Printer/Writer,,,"Cardio Medical Products, Inc.",24980
2070,,,Viewers,,,Cardio Partners Inc.,78131
2071,,TLI,Analyzers,,,Cardioline Inc.,16461
2072,,,Detectors,,,Cardiology Shop,20762
2073,,,Detectors,,,"Cardiomedical Systems, Inc.",18187
2074,,ST-9,Lights,,,Cardiomedics,25235
2075,,,Physiologic Monitoring Systems,,,Cardiopulmonary Corp,30553
2076,,,Physiologic Monitoring Systems,,,Cardiopulmonary Fitness,38985
2077,,,Physiologic Monitoring Systems,,,CardioQuip,22445
2078,,,Physiologic Monitoring Systems,,,Cardiosonx,38804
2079,,,Physiologic Monitoring Systems,,,Cardiovascular Instruments Corp.,27477
2080,,,Physiologic Monitoring Systems,,,Cardomain.com,23918
2081,,,Physiologic Monitoring Systems,,,Cardon Rehabilitation,27421
2082,,,Physiologic Monitoring Systems,,,Care Express Products,43741
2083,,,Physiologic Monitoring Systems,,,Care medical Source,31034
2084,,PRN 50-M,Printer/Writer,,,"Care Medical, Inc.",63990
2085,,,Physiologic Monitoring Systems,,,Care Wise c/o LabLogic System Inc.,25187
2086,,PRN 50-M,Printer/Writer,,,Careforde Healthcare,39020
2087,,,Physiologic Monitoring Systems,,,Carefore Medical,16462
2088,,,Physiologic Monitoring Systems,,,CareFusion / Cardinal Health (Allegiance Healthcare),18671
2089,,PRN 50-M,Printer/Writer,,,CareFusion Alaris / 303,18365
2090,,,Physiologic Monitoring Systems,,,CareFusion Patient Care / 2200 (CareFusion / Cardinal Health),33361
2091,,PRN 50-M,Printer/Writer,,,CareFusion Respiratory / 211,18490
2092,,,Physiologic Monitoring Systems,,,CareFusion Tiara / 205,22677
2093,,,Physiologic Monitoring Systems,,,"Carel Parts (division of On Time Mall, Inc.)",45259
2094,,,Physiologic Monitoring Systems,,,CAREstream America,66176
2095,,,Physiologic Monitoring Systems,,,Carestream Dental,16187
2096,,,Physiologic Monitoring Systems,,,"Carestream Health, Inc.",24860
2097,,,Physiologic Monitoring Systems,,,CAREstream Medical Ltd,30127
2098,,,Physiologic Monitoring Systems,,,Car-Go Battery Co,34231
2099,,,Physiologic Monitoring Systems,,,Cargo Equipment Corp,33249
2100,,,Physiologic Monitoring Systems,,,Caritronics,36926
2101,,,Physiologic Monitoring Systems,,,"Carl Stahl Sava industries, Inc.",32640
2102,,,Physiologic Monitoring Systems,,,Carl Zeiss Meditec - Ophthalmic Division,22663
2103,,,Physiologic Monitoring Systems,,,Carl Zeiss Meditec - Surgical Microscope Division,19866
2104,,,Physiologic Monitoring Systems,,,"Carl Zeiss Microscopy, LLC",17525
2105,,,Physiologic Monitoring Systems,,,Carley Lamps,25045
2106,,,Physiologic Monitoring Systems,,,CARLO GAVAZZI INC,36740
2107,,,Physiologic Monitoring Systems,,,Carlos R. Reyes,49238
2108,,TS301NFMXSIHW,View Boxes,,,Carls Calibration,24972
2109,,MLT-200 Series II LHG,Vascular,,,carlton bates -cbcdirect.com,31260
2110,,,Physiologic Monitoring Systems,,,Carlton-Bates (WESCO Distribution),19489
2111,,058-890,Tables,,,Carmac Corporation,33232
2112,,,Physiologic Monitoring Systems,,,Carolina Biological Supply Company,35786
2113,,CRT 15,Carts,,,Carolina Medical Parts,18770
2114,,,Physiologic Monitoring Systems,,,Carolina Medical Repair,34627
2115,,,Physiologic Monitoring Systems,,,"Carolina Medical, Inc.",18192
2116,,,Physiologic Monitoring Systems,,,Carolina Sales & Service,43900
2117,,,Physiologic Monitoring Systems,,,Caron Products,36445
2118,,,Physiologic Monitoring Systems,,,Carousel Medical Systems,23423
2119,,,Physiologic Monitoring Systems,,,CARPARTS.COM,27690
2120,,,Physiologic Monitoring Systems,,,Carr Corporation,23705
2121,,,Physiologic Monitoring Systems,,,Carrig,36305
2122,,,Physiologic Monitoring Systems,,,Carroll Hospital Group / CHG Hospital Beds,27024
2123,,,Physiologic Monitoring Systems,,,Carroll Parts,27768
2124,,,Physiologic Monitoring Systems,,,Carrot Medical,39241
2125,,,Physiologic Monitoring Systems,,,Carsan Engineering Inc,35296
2126,,,Physiologic Monitoring Systems,,,Carsen Medical Group,23817
2127,,PDI-P9TV,Television Sets,,,Carstens,38492
2128,,,Physiologic Monitoring Systems,,,Cart Guy,45099
2129,,,Physiologic Monitoring Systems,,,"Carter/mackay Of Hasbrouck Heights, N.j.",17783
2130,,,Physiologic Monitoring Systems,,,CARVIN CORPORATION,36059
2131,,V3C-X15-S210,Monitors,,,Cascade Healthcare Solutions,34149
2132,,,Physiologic Monitoring Systems,,,"Cascade HeathCare Products, Inc.",20022
2133,,,Physiologic Monitoring Systems,,,Cascio,34416
